991	infeas	5.884106	0.0	infeas	4.160368	0.0
992	infeas	6.634991	0.0	infeas	4.736280	0.0
993	infeas	6.347036	0.0	infeas	4.405330	0.0
994	infeas	6.283045	0.0	infeas	4.516313	0.0
995	infeas	6.966941	0.0	infeas	4.955246	0.0
996	infeas	6.611995	0.0	infeas	4.754278	0.0
997	infeas	6.869955	0.0	infeas	4.811269	0.0
998	infeas	7.750821	0.0	infeas	5.503164	0.0
999	infeas	5.729128	0.0	infeas	4.070382	0.0
1000	infeas	5.847111	0.0	infeas	4.038386	0.0

session time, 36148.495796
session max time, 100000.000000

0	0.000000	0	0.000000	994	6.711125	994	4.776671	6	1115.837867	6	792.396037	13.365885	9.502387
